P2,error replace latest repository
P2,code generation page miss mnemonic
P2,mnemonic collison compiler preference page
P2,stack trace refactor extract local variable stack trace refactor extract local variable refactoring
P2,apparent mispell catalog reference expression pane
P3,bididialog right leave align bididialog mirror rtl
P2,rename compare patch apply patch
P2,bidus tooltiptext right leave reading order
P2,bidus lack lead trailig style alignment widget contents
P2,bidus dropdown list rtlorient ccombo display wrong place
P2,possible replace helpwebapp
P2,planty rename ant editor
P4,default setting add new file cv commit dialog
P2,decorator flash viewer refresh
P2,npe restore share launch config
P2,gb18030 can not wake ime editor view linux
P2,abstracttexteditor leak color
P2,illegalargumentexception navigate back history
P2,manifestconsistencychecker fill log
P2,illegalargumentexception annotationpainter
P2,band default background look show shouldnt
P2,problem multiple debug event occur time
P2,javaeditor illegalargumentexception index bound cause problempainter illegalargumentexception index bound cause problempainter illegalargumentexception index bound java editor
P2,illegalargumentexception pasting
P2,npe compilationuniteditor
P1,eclipse freezing open source file globalaction eclipse freezing opening source file hang globalaction eclipse freezing opening source file hang eclipse freeze move perspective hang gtkmainiteration eclipse freeze move perspective
P1,swt standalone example cant come foreground
P4,rename refactoring show wrong error rename refactoring show wrong errorrefactoring
P2,modify jre contents shouldnt trigger build without ask permission
P2,early plugin activation debuguiplugin performance early plugin activation debuguiplugin
P2,runtime error select advanced search help system
P3,toggle action cause early plugin activation
P3,classcastexception selecting package java browse perspective
P2,filter feature reference remote site
P2,exception delete launch configuration
P1,open file sometimes hang linux editor mgmt open file sometimes hang linux hang editor mgmt open file sometimes hang linux
P5,code assist screen content assist code assist screen
P2,bidus enable rtl orientation swt widget bidus enable rtl orientation swt widget
P2,wizard new submenu entry example
P4,difference dialog informative compare multiple project cv uus difference dialog informative compare multiple project
P2,accessibilityradio button recognize group screen reader
P4,cv repository explore doesnt follow open mode cv repo view cv repository explore doesnt follow open mode patchattachedcv repo view cv repository explore doesnt follow open mode
P1,dbcscant import export team project set dbc project name
P1,gpf swt gp treesetexpand gpf swt
P1,stop breakpoint doesnt open editor
P2,source lookup tab make dialog unreasonably large
P2,ability know test finish ability know test finish junit
P2,valid add compositor another compositor
P2,undo template expansion do character
P2,need verify key listener variablesview
P2,illegalargumentexception pasting text javadoc smart editing illegalargumentexception pasting text javadoc typing illegalargumentexception pasting text javadoc
P2,invalid argument exception text viewer typing invalid argument exception text viewer
P2,workbench preference
P2,npe java editor invalid range argument
P1,eclipse keep lock eclipse keep lock hanggp eclipse keep lock hanggp xtdispatchevent eclipse keep lock
P1,exception vioaltion set work set gp exception vioaltion set work set gp treedestroyitem exception vioaltion set work set
P2,ctabitem close box shift 2 pixel tab select
P1,startup failure due exceptionaccessviolation comctl32dll gp startup failure due exceptionaccessviolation comctl32dll gp treedestroyitem startup failure due exceptionaccessviolation comctl32dll
P2,exception attach source library exception attach source library build path
P2,step conditional breakpoint resume program
P2,launchhistory pref page resize hold entire history
P2,problem snippet java model presentation load
P3,launch configuration find many stacktrace log
P2,debug action group date
P2,typo error dialog
P2,find source one class name
P2,infopop available launch configuration
P4,jdus ioexception report runtime class
P2,provide inforpop launch configuration type provide inforpop launch configuration type
P2,go top level type icon activation could improve go top level type icon activation could improve render
P2,i20030128 npe launch rentimeworkspace
P2,externaltool lead slash use path variable externaltool lead slash use path variable
P2,resource api iworkspaceistreelock
P2,target tab behvaior target tab behavior
P2,plantyexception substring exclude can not find specify source string saving
P2,stringindexoutofboundsexception restart ant editor active
P2,dbc unable remove dbc work set
P3,segfault select open perspective gp segfault select open perspective gp gtkosgtkmainiteration remote segfault select open perspective
P2,setselectionallitem work gtk
P2,searchforbuildfile peg cpu long search finish
P4,support bezier curve swtgraphicsgc
P2,npe remove pde nature
P2,externaltoolspluginlogthrowable log message
P2,custom output doesnt relative source folder project
P2,junit run first method test case post m4
P2,dbc script error pop print
P1,dbc dbc project name can not retrieve cv repository
P2,log4jproperty file find
P2,npe opening ant editor coolbar npe open ant editor
P2,dbcsclick make target lose dbcsclicking make target lose
P2,dbcsafter remove target run ant repeat last target dbcsafter remove target run ant repeat last target
P2,team menu item miss accelerator
P1,edit accelerator work properly schema editor key binding edit accelerator work properly schema editor text editor text editor register global action keybind service mpe text editor text editor register global action keybind service
P3,preference provide enable link java package explorer active editor
P1,dbc f1 help doesnt work correctly f1 help doesnt work correctly
P2,ant runtime classpath updown button break
P4,better cv watchedit option need prompt readonly file modify editor
P4,cv editor view need context sensitive menu
P1,display correct gb18030 char panel motif build gb18030 display correct gb18030 char panel motif build view mgmt gb18030 display correct gb18030 char panel motif build gb18030 display correct gb18030 char panel motif build dbcs gb18030 display correct gb18030 char panel motif build
P1,gb18030 input chinese gb2312 gb18030 editfindreplace searchfilesearch editbox eclipsemotif linux dbc gb18030 input chinese gb2312 gb18030 editfindreplace searchfilesearch editbox eclipsemotif linux
P2,antsecuritymanager throw exception exit eclipse
P2,package viewer toolbar redraw selection change globalaction package viewer toolbar redraw selection change package viewer toolbar redraw selection change general issue
P4,project set import need allow root directory specify potentially dir project set
P1,uus freezeswedgeslock sporadically use f3 hang uus freezeswedgeslock sporadically use f3 hang gtkmainiteration uus freezeswedgeslock sporadically use f3
P2,widget disposed setting variable argument ant build
P2,refresh problem package explorer view
P2,lot repaint java browsing perspective lot repaint java browsing perspective browse
P2,new projectpackageclass select package explorer
P3,problem link folder filter refactor
P2,fontfieldeditor constructor preview text param cause nullpointerexception rendering preference fontfieldeditor constructor preview text param cause nullpointerexception rendering
P2,conditional breakpoint compilation problem dialog usability
P4,ampersand file name create mnemonic scan jre jre ampersand file name create mnemonic scan jre
P2,variable show boot code use run runtime workbench
P1,gp click step debugger gp treesetredraw click step debugger
P1,gb18030 input gb18030 character run argument cause eclipse motif crash dbc gb18030 input gb18030 character run argument cause eclipse motif crash
P4,dont get scroll bar list heighthint set dcr gridlayout dont get scroll bar list heighthint set
P2,add support mac os x source build script
P1,crash import exist project work gp xtdestroywidget crash import exist project work gp xtdestroywidget ximprocsyncreply crash import exist project work
P1,expand treenode navigator view cause gpf osmovememory gp movememory create program icon expand treenode navigator view cause gpf osmovememory
P1,crash opening editor window gtk 220 setup
P2,would like way navigate back debugger corresponding launch config
P2,option add variable watch list appear context menu
P2,npe attempt add require plugin classpath
P2,fix ant editor test
P2,external tool migration write systemerr
P4,change eclipse install cause reconfig workspace
P4,feature update name display correctly computer korean character set
P4,eclipseexe crash w2k sp1 system
P4,apus improvement isite apus improvement isite
P2,npe resource change antview
P2,thing go wrong parsing ant editor outline
P2,modify parameter order button modify parameter order button refactor
P2,exclusion filter can not remove exclusion filter can not remove build path
P4,search scope set setting button site visit
P2,cant see value reserve classpath variable jrelib jresrc jresrcroot cant see value reserved classpath variable jrelib jresrc jresrcroot build path
P2,many thread asyncexec execute computedetail
P2,url encode rfc 2396 compliant
P2,new java project select package explorer
P2,template removal result nullpointerexception new class wizard template removal result nullpointerexception new class wizard code manipulation
P2,build path library container dialog issue
P4,dialog containerselectiondialog change mean initialroot parameter
P2,javalangnosuchfielderror handle
P2,eclipse 2120030129 crash constantly redhat 73kde
P2,npe javadocautoindentstrategy
P2,badlocationexception javaautoindentstrategy
P2,arrayindexoutofbound jdtinternalcompilerparserscanner globalaction arrayindexoutofbound jdtinternalcompilerparserscanner
P2,illegalargumentexception illegalargumentexception overviewruler
P2,npe renaming file refactor tab
P2,miss action def name goto match bracket
P2,illegalargumentexception internalrevealrange
P2,index bound javacompletionproposalupdatestyle content assist index bound javacompletionproposalupdatestyle
P2,ant view property action doesnt handle one config
P2,handle bad definition extension point
P1,nullpointerexception setting filename wizardnewfilecreationpage wizard nullpointerexception set filename wizardnewfilecreationpage link resource nullpointerexception set filename wizardnewfilecreationpage
P2,extract method refactoring error extract method refactoring error refactoring
P2,illegal argument exception attempt reinstall miss feature
P3,group enablement menu item submenu contribution group enablement menu item submenu menumgmt group enablement menu item submenu
P3,text selection would helpful know source action set text selection would helpful know source actionset text selection would helpful know source commandmgmt action set enablement text selection would helpful know source commandmgmt enablement rule text selection would helpful know source action text selection would helpful know source contribution text selection would helpful know source
P3,actionset cant use implement new search menu structure action set actionset cant use implement new search menu structure actionset actionset cant use implement new search menu structure menumgmt actionset cant use implement new search menu structure contribution dynamic provide dynamic submenus without plugin loading
P2,umlaut
P1,typing java editor unacceptably slow performance typing java editor unacceptably slow
P2,error clean entry bootstrap class
P2,orgeclipseuiexternaltoolsinternalantdtdtestdumperjava
P2,bookmark page comma title create several bookmark
P2,npe class templateproposal
P2,open find dialog check file source control
P2,invalid range argument find log
P2,format never finish formatting format never finish
P2,invalidargumentexception perform text replace action ctrlf
P2,adddelegatemethodsaction call systemoutprintln
P2,dbc encode change preference cause core dump motif encode dbc encode change preference cause core dump motif
P2,overview rule green focus change
P2,clipboard operation stop work key binding clipboard operation stop work contribution clipboard operation stop work
P2,stringindexoutofboundsexception astrewriter stringindexoutofboundsexception astrewriter code manipulation
P2,plantycompletionprocessor handle external entity
P1,view mgmt cant close lazy fast view
P1,keybind service block keyevent key binding keybind service block keyevent
P2,indexoutofboundsexception codetemplateblock
P3,unable register ruler context menu multipageeditorpart contribution unable register ruler context menu multipageeditorpart contribution mpe unable register ruler context menu multipageeditorpart contribution service unable register ruler context menu multipageeditorpart
P3,work set configuration save work set work set configuration save work set share work set workingset share work set
P2,remove hack avoid stack overflow
P2,coolbar npe coolitemtoolbarmanagerdispose click fast view
P2,field rename enable fix getter
P3,concurrentmodificationexception searchmanager
P2,invalid range argument performig text replace invalid range argument perform text replace
P2,npe javaoutlinepage
P2,make hyperlink code feature optional
P2,navigation history tracking properly editor mgmt navigation history tracking properly
P2,switch editor work sometimes editor mgmt switch editor work sometimes
P1,npe restart eclipse closing zoom editor workbench npe restart eclipse closing zoom editor
P2,can not set text menuitem leak can not set text menuitem ole can not set text menuitem
P2,cv synchronize action doesnt work
P1,npe newelementwizardpageupdatestatus line 67
P2,dialog flicker launch program
P2,editor open debug without annotation bar
P3,npe expand head repository view
P2,team ifilemodificationvalidatorvalidateedit call metadate file
P1,can not start eclipse widget disposed workbench can not start eclipse widget dispose
P1,npe click team synchronize action toolbar
P2,can not reset automatically add comment
P2,need function report available featurespluginsfragment
P4,orgeclipseupdatecorefeaturetype featurefactory doc problem
P1,npe new java project wizard npe new java project wizard
P1,hangdeadlock insert brace
P2,use quick fix default jre detect
P2,junit exception recreate suite file readonly junit exception recreate suite file readonly junit junit exception recreate suite file readonly junit general issue junit exception recreate suite file readonly junit
P1,editor editor tab disappear arrayindexoutofboundsexception gridlayoutlayout
P1,nullpointerexception workbenchpageiszoom
P2,npe vcm npe cvslightweightdecorator asyncexec
P2,hang linux
P2,crash use f3 open new edit window gp use f3 open new edit window
P2,team validateedit vs validatesave
P1,hang import external plugin hang hang import external plugin
P2,stylerange hashcode throw nullpointerexception styledtext stylerange hashcode throw nullpointerexception
P3,eclipse crash attempt open installupdate perspective gp hpux eclipse crash attempt open installupdate perspective
P1,npe teamactiongettargetpage run synchronize cv project action
P2,npe determine default target
P3,junit test dont work anymore junit test dont work anymore junit junit single method launch config obvious enough
P2,code template preserve
P2,packageview logic container doesnt show classpath order packageview logic container doesnt show classpath order package explorer
P1,npe renaming field
P2,different label move rename dialog update name non java resource different label move rename dialog update name non java resource refactor
P2,14 time unneccessary error dialog outline view
P3,compare uus issue many change
P3,open read file highlight text hit backspace delete char also give read dialog
P2,pde schema require
P2,illegalthreadstateexception reconciler
P2,exception delete project due open editor editor mgmt exception delete project due open editor
P2,deadlock refreshing project contents resource deadlock refreshing project contents
P4,commit dialog box wrap text
P4,rulebasedpartitionscannersetpartialrange
P2,hidden shell hide shell busyindicator ctabfolder ccombo many sheel tooltip shell
P2,undo undo autoinsertion
P2,paste work origin line delete
P2,incorrect javadoc icontextinformationpresenterupdatepresentation
P2,element find error resource element find error
P2,error run eclipse within eclipse
P2,eclipse resist close open editor window editor mgmt eclipse resist close open editor window
P2,dbc dbc character garbled outline view use nonnative workbench encode dbc character garbled outline view use nonnative workbench encode
P2,key binding remove binding effect
P1,crash resume debugger one thread ospostthreadmessagew gp ospostthreadmessagew crash resume debugger one thread ospostthreadmessagew
P1,javacore linuxmotif gp linuxmotif shutdown gp xtdispatchevent linuxmotif shutdown gp xmdsigetchildposition linuxmotif shutdown
P4,button widget support image transparent color
P1,acc gtk 22 i20030205 accelerator issue acc i20030205 accelerator issue
P1,hang close editor window compiler screwup hang osgtkmainiteration close editor window compiler screwup
P2,classcastexception computing detail array
P2,debbugger source lookup work variable debbugger source lookup work variable
P2,newbookmarkaction delete globalaction newbookmarkaction delete
P2,show menu option never enable actionset show menu option never enable
P2,cv commit dialog resize problem
P2,pde must support type urlentry discovery site
P2,template stdout tag intuitive
P2,program output sometimes display console view
P2,code assist anonymous inner class give abstract method declaration
P2,save filename dialog text box wrong location dialog save filename dialog text box wrong location
P2,appletlauncher failure linux
P2,argument field externaltoolsmain tab need multiline
P2,dbc unable uncheck ant target click revert unable uncheck ant target click revert
P2,remove uus conditional feature item
P2,problem marker dont get remove
P2,visual update variable long detail evaluation
P2,link resource copymove link resource exist resource
P2,link resource disablehide link resource uus
P2,link resource error message validatelinklocation return warn
P2,variable dialog option extend link resource variable dialog option extend
P2,work set error editing resource work set inaccessible folder
P2,need build build button site builder
P2,javadoc export exception log
P1,rename link source folder copy content
P2,error delete parent folder source folder
P2,rename source folder leave miss source folder new folder name marker
P2,stringindexoutofboundsexception console
P2,readonly source folder rename
P2,package explorer update inputpackage package explorer update inputpackage package explorer package explorer update inputpackage package explorer
P2,concurrent modification jdithreadfindvariable
P2,rename readonly package doesnt ask confirmation ok
P2,move readonly java file give error dialog confirmation
P2,rename package contain readonly java file
P2,push activation issue
P2,preview push flicker distractingly
P2,extrude good name quick assist extrude good name quick assist
P2,move method dialog focus set move static member dialog focus set
P2,push refactoring dialog detail push refactor dialog detail exception
P1,move link resource onto self delete link resource
P2,push refactoring preview resizable
P2,push refactoring exception press preview second time
P2,cannnot change launch configuration property cannnot change external tool builder launch configuration property can not change external tool builder launch configuration property
P2,generate delegate method npe
P2,dont offer deep copymove link resource
P2,dnd cu java project simple project result exception
P2,occerrence file exception trace log occurrence file exception trace log
P4,need way disable cancel button middle operation 1gc2ewf jface need way disable cancel button middle operation 1gc2ewf progress need way disable cancel button middle operation 1gc2ewf
P4,miss notification selectionservice 1ghuhfq perspective miss notification selectionservice 1ghuhfq
P3,need generic way find icon marker 1g94rgb workbench need generic way find icon marker 1g94rgb marker need generic way find icon marker 1g94rgb
P4,iworkbenchpartdispose call wrong point time 1gaufoo workbench iworkbenchpartdispose call wrong point time 1gaufoo
P2,architectural issue use runnablecontext fork mode 1gcee6y jface architectural issue use runnablecontext fork mode 1gcee6y workbench architectural issue use runnablecontext fork mode 1gcee6y
P4,reveal strategy unclear browse project 1gdgpw1 navigator reveal strategy unclear browse project 1gdgpw1
P4,cv password saving session 1gdx7jk workbench cv password saving session 1gdx7jk
P2,quickfix slow task list selection
P1,classcastexception cv decorator
P2,cant change workbench font font cant change workbench font
P4,dcr support multiple workspace within eclipse uus 1ge5esw workbench dcr support multiple workspace within eclipse uus 1ge5esw
P4,export save perspective new install 1ge5sqo perspective export save perspective new install 1ge5sqo
P3,illegalargumentexception editing code java editor illegalargumentexception cause hyperlink feature editor
P4,dialog show feature structure dialog show feature structure
P4,jface structuredviewersetselectioniselection boolean 1gd2acl viewer structuredviewersetselectioniselection boolean 1gd2acl
P4,usability text cell editor move left icon present 1gdsneu cell editor usability text cell editor move left icon present 1gdsneu
P4,celleditor activation flexible enough 1ggebxn cell editor celleditor activation flexible enough 1ggebxn
P4,ability print welcome page welcome ability print welcome page
P3,editor view manage editor editor mgmt editor view manage editor editormgmt editor view manage editor editormgmt tab editor view manage editor
P3,help preference dialog help importexport button preference help preference dialog help importexport button
P4,need control launch external editor 1gehweh editor mgmt need control launch external editor 1gehweh editormgmt need control launch external editor 1gehweh
P4,eclipse open currently focus application workbench eclipse open currently focus application
P4,viewmgmt view open previous location view mgmt view open previous location
P4,open file demaximize editor pane view mgmt open file demaximize editor pane
P2,variable view always update debug view hide
P4,perspective progress indicator switching perspective perspective mgmt progress indicator switching perspective
P3,offer show
P4,eclipse frame window bug stay top ever window restore properly workbench window restore properly workbench window stay top block taskbar window stay top block taskbar
P4,viewswhy save view state eclipse workbench view close view mgmt save view state eclipse workbench view close
P2,slow flicker open multiple editor slow flicker open multiple editor package explorer
P4,fastview move sensitive view mgmt fastview move sensitive
P4,allow drag drop zip file editor area dnd allow drag drop zip file editor area
P3,orgeclipseuiperspectiveextension view visible doc problem perspective orgeclipseuiperspectiveextension view visible doc problem perspective schema orgeclipseuiperspectiveextension view visible doc problem
P4,javanetbindexception start java debug session
P4,extension miss dialog extension miss dialog
P4,editor mgmt tab compression level intuitive editormgmt tab compression level intuitive
P2,cv ui many little people
P2,switch tab launch configuration slow
P4,contextsensitive infopop open mouse position instead cursor position global action contextsensitive infopop open mouse position instead cursor position help contextsensitive infopop open mouse position instead cursor position
P4,console extra option cv console console extra option cv uus console extra option
P4,plugin detail dialog include fragment plugin detail dialog include fragment
P4,tag local copy file version
P4,readme support miss update readme support miss
P2,tree element flicker packa view andor outline
P4,use netscape vs mozillum display plugin infohelp page use netscape vs mozillum display plugin infohelp page
P2,possible native bug
P4,show property page contribute editor default resource property dialog show property page contribute editor default resource
P4,welcome page updown scroll page intro page updown scroll page
P4,welcome mouse click scroll bar scroll one line intro mouse click scroll bar scroll one line
P4,welcome tab traversal scroll necessary intro tab traversal scroll necessary
P4,rebuild prompt saving 1gdvnt4
P3,cell editor support multiline text cell editor
P2,pathvariablemanager thread safe resource pathvariablemanager thread safe
P2,acc checkboxcelleditor widget checkbox read image cell editor acc checkboxcelleditor widget checkbox read image
P4,core dump run test suite
P4,editor management comment two bug
P2,e editor management flicker ctrlclick close editor editor mgmt flicker ctrlclick close editor
P2,cell editor activation delay long table view cell editor
P2,workbench view title editor tab differ 1 pixel height
P4,editor view register selection provider site
P2,step action disabled
P2,error replace tag error write project replace tag
P2,delete link delete content link result loss datum
P2,remove unused private field break 1 fieldline
P2,cant install update feature
P2,external process type
P3,bundle efix patch feature clash
P2,override wizard insert return method stub override wizard insert return method stub code manipulation
P2,little improvement compiler preference setting
P2,double click package viewer expandscollaps tree node
P2,generate javadoc shift leave
P1,npe default jre npe default jre code manipulation
P2,sort feature bring outline member view synch viewer sort feature bring outline member view synch
P2,filecomment template longer use filecomment template longer use code manipulation
P2,find occurrence class show method icon match find occurrence class show method icon match search
P2,occurrence file name can not search occurrence file name can not search
P2,xmlelement external entity incorrect selection anteditor
P2,show fail package explorer nonjava project
P2,sort member sort member marker
P2,code template pref page open dialog typing unexpected code template pref page open dialog typing unexpected code manipulation
P2,quick fix new void method 1 empty line
P2,new superjava eg pde project use container
P3,quick fix unused member delete remove quick fix unused member delete remove render
P2,change method signature refactor message strangely located
P2,change method signature refactor doubleclick open edit window change method signature refactor table leave cursor edit mode
P3,java file compare automatic merge option irritating java file compare automatic merge option irritating compare
P2,substandard language source action file readonly
P2,warning filter closed project warning filter closed project filter projectisshare problem close project apus repositoryproviderisshared problem close project api
P2,root path field go root path field go doc
P2,exception upon inline static final method exception upon inline method use assert key word
P2,close project enable closed project
P4,jface filter tableviewer ignore index insert 1gi7g1x viewer filter tableviewer ignore index insert 1gi7g1x
P4,apus inconsistent checkboxtreeviewer viewer apus inconsistent checkboxtreeviewer
P4,treetable uus indicate celleditor active viewer table uus indicate celleditor active
P5,plugin manifest editor difficult navigate editor mgmt plugin manifest editor difficult navigate mpe plugin manifest editor difficult navigate
P4,doubleclick vieweditortab system menu close editor view mgmt doubleclick vieweditortab system menu close editor
P4,modalcontext wrap runtimeexception invocationtargetexception jface modalcontext wrap runtimeexception invocationtargetexception workbench modalcontext wrap runtimeexception invocationtargetexception jface modalcontext wrap runtimeexception invocationtargetexception
P4,eclipse mvc bit obscure compare swing would nice extra higherlevel interface mege concern make simple case easy enable coordination thing like provide content label eg enumeration viewer eclipse mvc bit obscure compare swing would nice extra higherlevel interface mege concern make simple case easy enable coordination thing like provide content label eg enumeration
P4,alt enter fileproperty generic key binding alt enter fileproperty generic alt enter fileproperty generic globalaction alt enter fileproperty generic
P4,flexible contentprovider tableviewer viewer flexible contentprovider tableviewer
P2,combo support viewer viewer combo support viewer
P4,can not bookmark binary class can not bookmark binary class general issue marker can not bookmark binary class general issue can not add marker non ifile
P2,miss extension point schema file uus guideline miss extension point schema file workbench miss extension point schema file workbench miss projectnatureimage extension point schema file
P2,illegalargumentexception documentadaptergetline copydiffrighttoleft
P2,texteditor must allow subclass disable default encode support
P2,annotation bar popup menu open mouse linux
P2,java text editor stop painting throw exception
P2,doesnt honor code template
P2,icon vertical ruler vertically centered text line icon vertical ruler vertically centered text line
P2,package explorer show child link directory
P2,incorrect position warn annotation
P2,extrude semantic unclear extrude semantic unclear code manipulation
P4,swt expandall doesnt call treeexpand method expandall doesnt call treeexpand method viewer expandall doesnt call treeexpand method
P4,tablelayout space propertly parent composite viewer tablelayout space propertly parent composite viewer tablelayout space properly parent composite
P4,treeviewerupdate work correctly filter viewer treeviewerupdate work correctly filter
P2,preference default initialization syncexec
P2,keyboad mapping conflict emac keyboard binding
P2,strange behavious apply patch
P2,qualifiednamefinder load search plugin
P2,incorrect indentation newline
P2,add method smart editing add method
P4,jfaceresource imageregistry doesnt allow programatic free resource jface imageregistry doesnt allow programatic free resource
P4,need comboboxfieldeditor need combofieldeditor preference need combofieldeditor fieldeditor need combofieldeditor jface need combofieldeditor
P4,save work text editor within multipageeditorpart workbench save work text editor within multipageeditorpart mpe save work text editor within multipageeditorpart
P4,editormgmt opening system editor keep eclipse front editor mgmt open system editor keep eclipse front editormgmt opening system editor keep eclipse front
P2,quickassist wrap 2 line
P4,tablelayout allocate width column viewer tablelayout allocate width column
P4,icontributionmanageroverride dont work contextmenu jface icontributionmanageroverride dont work contextmenu
P4,jface introduce toolbardropdownmenumanager
P5,treeviewer deselect treeitem swtsingle mode viewer treeviewer deselect treeitem swtsingle mode
P4,treeviewersetautoexpandlevel use inputchanged viewer treeviewersetautoexpandlevel use inputchanged
P2,fragment library path include architecture
P2,false cycle detect feature hierarchy
P2,rapid step detail update
P2,stack frame update error
P2,bidus enablement styledtext arrayindexoutofboundsexception highlight blank line bidus bidus enablement styledtext arrayindexoutofboundsexception highlight blank line
P2,search engine search work copy arent build path
P3,crash prevent startup eclipse
P2,plantyexception opening ant script
P2,inline action doent check resource class path
P2,npe deleting fragment
P2,open closed project freeze ui several minute
P2,internal error create patch nonexisting folder
P2,pde builder need compare content schema grammar
P1,summary path variable name contain gb18030 character eclipse linux environment include eclipse gtkwith jre 131 jre 140 eclipse motifwith jre 131 gb18030 path variable name contain gb18030 character eclipse linux environment include eclipse gtkwith jre 131 jre 140 eclipse motifwith jre 131 dbc gb18030 path variable name contain gb18030 character eclipse linux environment include eclipse gtkwith jre 131 jre 140 eclipse motifwith jre 131 dbc gb18030 path variable name contain gb18030 character eclipse linux
P1,minimize system tray
P3,dbc swtwrap display styledtext incorrectly swtwrap display styledtext incorrectly styledtext swtwrap display styledtext incorrectly
P2,double click create new launch configuration
P2,graphic disposed error select new configuration run dialog
P2,exception pluginxml file length 0
P2,runtime workbench wont add plugin workspace different drive eclipse
P4,change link file cause eclipse recongize new feature
P1,unable patch optional feature present
P4,link resource obvious add
P2,update problem java browse perspective update problem java browsing perspective browse
P2,java model exception java model status comkarasiukextfeature exist
P2,overrideimplement method function overrideimplement method function code manipulation
P2,npe
P2,backward back last edit location different toolbar editor mgmt backward back last edit location different toolbar backward back last edit location different toolbar
P4,noneditable property gray property browser property view noneditable property gray property browser propertiesview noneditable property gray property browser
P2,parse build file ant editor parser parse build file faster
P3,unable create file update platform permission deny
P2,editor mgmt remove editorlist preference view
P4,url include training punctuation url include trail punctuation
P2,watch expression update problem
P2,decorator lightweight decorator update deletecopy name workbench workbenchcontentprovider update deletecopy name navigator workbenchcontentprovider update deletecopy name model workbenchcontentprovider update deletecopy name
P2,crash native gp crash native
P2,21m5 nullpointerexception classpathdetectordetectoutputfolder
P2,uus irresponsive build decorator uus irresponsive build
P1,deadlock cv decorator workbench startup switching java perspective
P2,can not find source explicit eval suspend
P2,internalerror create patch
P2,suspend implicit eval update frame do
P4,need mechanism register global action window key binding service key binding need mechanism register global action window key binding service
P2,dialog newfolderdialog check exist file
P2,navigator go resource dialog show nothing use wildcard
P2,miss feedback available link resource link resource miss feedback available link resource
P2,jme change method signature
P4,can not create site bookmark url start file
P2,lay feature fragment cause fragment activate immediately
P4,performance download large product slow download large product slow
P2,feature 2 version simultaneously active
P2,quick fix unneeded catch block hide surround suggestion
P4,accelerator id long keybinding accelerator id long keybinding performance accelerator id long
P4,dedecorate notification viewer dedecorate notification
P4,tabletreeviewer activation cell editor dnd cause problem viewer tabletreeviewer activation cell editor dnd cause problem
P2,workspace plugin dont get load workspace directory separate disk
P2,icon squish type view
P2,disallow antclassloader load core ant class plugin parent
P2,broken backwards compatibility ant 14
P2,show doesnt work class file rtjar
P1,unable drag view
P2,action allow cu outside classpath action allow cu outside classpath general issue
P2,set java editor font slam text editor font preference store preference convertor also map font registry
P2,internalantrunnergettarget call twice expansion antview
P2,thread access error dialog multiinstall
P2,plugin export fail export jdtcore plugin
P2,plugin export miss plugin file
P2,debugger longer show line step m5 debugger sometimes highlight current line m5
P2,npe problemslabeldecoratorisinside
P3,java structured compare mangle compilation unit java structure compare mangle compilation unit compare
P2,convert nest top level doesnt honor organize import setting refactor
P1,hindus eclipse fail launch hindic locale boot hindus eclipse fail launch hindic locale
P1,segfault try synchronize gp try synchronize
P1,random hang startup progress dialog open file
P4,irrelevant debug action java editor evaluation irrelevant debug action java editor
P1,systemexit somewhere gp tree controlsetcursor
P2,findreplace hang workbench
P1,eclipse crash use editor dropdown osxtsetvalue error scrollablesetscrollbarvisible gp osxtsetvalue error scrollablesetscrollbarvisible
P2,open type dialog longer display qualifier default
P4,need reusable save code andor guideline globalaction need reusable save code andor guideline
P3,allow unrecognized argument pass
P1,unreproducible gphang
P2,put resource version control create lot garbage cv core put resource version control create lot garbage
P4,back button import dialog doesnt set focus importexport back button import dialog doesnt set focus
P2,java variable filter dialog difficult understand
P2,way test schema
P1,reconciler can not cope upgrade include feature
P2,inspect watch display run line disabled popup menu
P1,editor mgmt npe navigationhistorymarkeditor
P2,npe project property dialog jre define
P2,npe findoccurrencesenginecreate
P2,extract interface create interface like generate class
P2,select part stack trace console lose focus
P2,target tab usability
P2,inline method syntax error
P4,type search view viewer type search view
P4,view dropdown menu behave incorrectly linux viewer view dropdown menu behave incorrectly linux viewmgmt view dropdown menu behave incorrectly linux
P2,inline method incorrectly inle method refer
P2,ant target can not configure within list box many target exist
P4,adopt swtutil workbench adopt swtutil
P4,viewer check possible use arraycontentprovider
P4,allow subclassing checkboxtableviewer checkboxtreeviewer viewer allow subclass checkboxtableviewer checkboxtreeviewer
P4,tableviewer selecting item shouldnt viewer tableviewer select item shouldnt
P2,java example project still use jrelib java example project still use jrelib
P4,workbench remember minimize state perspective workbench remember minimize state workbench workbench remember minimize state
P4,new show feature use ctrlf6 style behavior actionset new show feature use ctrlf6 style behavior
P1,eclipse fail launch turkish locale key binding eclipse fail launch turkish locale
P2,show package explorer beep file already select
P2,capital letter delay typing order
P1,gtk 206 eclipse hang japanese gtk eclipse hang japanese closing file ime open dbc gtk eclipse hang japanese closing file ime open
P2,dbc one page print one page print
P2,cut ctrlx line delete ctrle always work java editor
P2,inline method break code inline overridden method inline method break code inline overridden method refactor
P2,replace latest reset change decorator
P4,classcastexception selection schema editor schema editor classcastexception selection
P1,allow bookmark pluginxml source allow bookmark task pluginxml source mpe allow bookmark task pluginxml source
P2,projectinit shortcut work datatype
